latitude,longitude,way_id
36.4087203,126.4669007,22783124
36.4089238,126.4671586,22783124
36.4092717,126.4679681,22783124
36.4094025,126.4685735,22783124
36.4088879,126.4696247,22783124
36.4088279,126.4699105,22783124
36.4088672,126.4699203,22783124
36.4089066,126.4699302,22783124
36.4089436,126.4697099,22783124
36.4090703,126.4694418,22783124
36.4093581,126.4688969,22783124
36.4095888,126.4690443,22783124
36.4098109,126.4701422,22783124
36.410088,126.4705796,22783124
36.4101582,126.4706647,22783124
36.4102452,126.470594,22783124
36.4104103,126.4701811,22783124
36.4106568,126.4689898,22783124
36.4109358,126.4686549,22783124
36.4110047,126.4682696,22783124
36.410491,126.4678857,22783124
36.4103798,126.4674703,22783124
36.4100204,126.4667897,22783124
36.4091357,126.4666821,22783124
36.4089603,126.4667057,22783124
36.4083899,126.4665447,22783124
36.4077382,126.466759,22783124
36.4041261,126.4686543,22783134
36.4044582,126.4690654,22783134
36.4045932,126.4693506,22783134
36.4048786,126.4696032,22783134
36.4048402,126.469748,22783134
36.4048438,126.4698814,22783134
36.4048966,126.4699498,22783134
36.4050339,126.4699195,22783134
36.4051254,126.4696943,22783134
36.4051613,126.4694204,22783134
36.4051596,126.4694121,22783134
36.4050835,126.469035,22783134
36.4049082,126.4685951,22783134
36.4046513,126.4681346,22783134
36.4043847,126.4677148,22783134
36.4042642,126.4676344,22783134
36.404098,126.4675784,22783134
36.4038441,126.467507,22783134
36.4038097,126.4675572,22783134
36.4038048,126.4680057,22783134
36.4038604,126.468249,22783134
36.4039716,126.4684678,22783134
36.4041261,126.4686543,22783134
36.3887044,126.3928524,22783143
36.3889058,126.3929987,22783143
36.3889812,126.3931681,22783143
36.3890629,126.3933673,22783143
36.3890425,126.3935511,22783143
36.388828,126.3938882,22783143
36.3887616,126.3941436,22783143
36.38879,126.3942672,22783143
36.3888916,126.3942352,22783143
36.3890038,126.3938997,22783143
36.3892076,126.3934369,22783143
36.3893303,126.3933946,22783143
36.3895731,126.3929692,22783143
36.3895782,126.3927254,22783143
36.3893694,126.3925126,22783143
36.3890963,126.3923764,22783143
36.3887551,126.3925394,22783143
36.3886985,126.3926432,22783143
36.3887044,126.3928524,22783143
36.3900866,126.3911953,22783206
36.3900151,126.3915204,22783206
36.3902682,126.3916462,22783206
36.3905351,126.3915004,22783206
36.3905251,126.3911904,22783206
36.3903499,126.3910129,22783206
36.3900866,126.3911953,22783206
36.4043494,126.4394774,22783218
36.4041025,126.4394687,22783218
36.4040414,126.4395445,22783218
36.4039684,126.439621,22783218
36.4039291,126.4397027,22783218
36.4039631,126.4397809,22783218
